# 新世纪五笔码表
# 来源：https://github.com/g178253/rime-wubi06/blob/master/wubi06.dict.yaml
# 许可：Apache License 2.0。
茅	acnt
䔍	acou
茅庐	acoy
勤能补拙	acpr
功能键	acqv
茅盾	acrf
戎马生涯	acti
匹马单枪	acus
茅舍	acwf
荾	acwt
戎马倥偬	acww
茅房	acyn
芆	acyu
其	ad
苦工	adaa
苦苦	adad
萨克斯	adad
苦功	adae
若有若无	adaf
葳蕤	adag
藏龙卧虎	adah
甚或	adak
葫芦	aday
蔵	aday
苊	adbb
苦了	adbn
基隆	adbt
期限	adbv
若能	adce
欺骗	adcg
蕼	adcg
戎马	adcg
苃	adcu
蕻	adcw
苦难	adcw
茇	adcy
基础	addb
藞	addd
若有	adde
欺压	addf
基石	addg
邪不压正	addg
若不	addh
藏在	addh
甚而	addm
茂盛	addn
蒙太奇	adds
戎	ade
基肥	adec
葫	adef
䒴	adef
苦胆	adej
巧克力	aden
藏胞	adeq
苈	ader
萇	adeu
苦	adf
莾	adfa
劳而无功	adfa
基地	adfb
若需	adfd
莀	adfe
䔚	adfe
蓐	adff
若干	adfg
惹不起	adfh
萘	adfi
期刊	adfj
荂	adfn
敬而远之	adfp
甚远	adfq
若无	adfq
苦不堪言	adfy
巧夺天工	adga
甚至	adgc
藏于	adgf
基于	adgf
苦于	adgf
项下	adgh
勘正	adgh
惹事	adgk
若再	adgm
若与	adgn
䓐	adgn
切磋琢磨	adgo
划不来	adgo
苦熬	adgq
期末	adgs
葴	adgy
葳	adgy
荐	adh
欺瞒	adha
荐	adhb
若非	adhd
葜	adhd
茬	adhf
基督	adhg
苤	adhg
项目	adhh
䒠	adhj
苦战	adhk
基点	adhk
䓏	adhk
革故鼎新	adhu
芣	adhu
蔧	adhv
惹眼	adhv
期盼	adhw
藉此	adhx
蒧	adhy
藉	adi
期满	adia
莽汉	adic
苦水	adii
藉	adij
勘测	adim
苦学	adip
甚觉	adip
苦酒	adis
苦海	adit
䒹	adiu
苦涩	adiv
藕	adiy
其时	adjf
若是	adjg
若遇	adjm
菴	adjn
苦果	adjs
若	adk
鄀	adkb
若	adkf
其中	adkh
蠚	adkj
匲	adkk
䖃	adkk
惹	adkn
逽	adkp
基因	adld
基团	adlf
苦思	adln
项圈	adlu
项	adm
基岩	admd
䓴	admd
藉由	admh
荋	admj
期内	admw
蕆	admy
蒇	admy
項	admy
项	admy
藏	adn
基层	adnf
藏书	adnn
荿	adny
藏	adny
苦恼	adny
苦心	adny
苦度	adoa
基业	adog
惹火	adoo
世态炎凉	adou
基数	adov
基座	adow
藕粉	adow
苦寒	adpa
藏宝	adpg
茂密	adpn
其实	adpu
荙	adpu
勘察	adpw
其它	adpx
惹祸	adpy
其解	adqe
其外	adqh
其名	adqk
项链	adql
欺负	adqm
蒙古包	adqn
基金	adqq
惹急	adqv
功成名就	adqy
藏拙	adrb
苦瓜	adrc
其后	adrg
蒝	adri
若有所思	adrl
英雄所见略同	adrm
勘探	adrp
䔪	adrr
若有所失	adrr
莽撞	adru
藏掖	adry
期权	adsc
东奔西走	adsf
斟酌	adsg
基本	adsg
若想	adsh
功不可没	adsi
勘查	adsj
东奔西跑	adsk
䓫	adsk
苦楚	adss
东大桥	adst
若要	adsv
藏私	adtc
苦短	adtd
䓓	adtf
期待	adtf
藶	adth
苦处	adth
惹得	adtj
藏身	adtm
苦乐	adtn
苦笑	adtt
功成身退	adtv
芖	adu
䕢	adua
苦痛	aduc
苦头	adud
苦辣	adud
欺凌	aduf
基站	aduh
期间	aduj
基部	aduk
苦闷	adun
其次	aduq
蕨	aduw
基准	aduw
项背	adux
甚好	advb
惹怒	advc
基建	advg
甚妙	advi
藏娇	advt
萨达姆	advx
基	adw
戡	adwa
其他	adwb
㪛	adwc
碁	adwd
朞	adwe
期	adwe
勘	adwe
㪸	adwf
卙	adwf
基	adwf
斟	adwf
苦命	adwg
菶	adwg
其余	adwg
苦修	adwh
苦大仇深	adwi
綦	adwi
剘	adwj
蜝	adwj
㫷	adwj
萶	adwj
蟴	adwj
䫖	adwm
䫏	adwm
㥦	adwn
㐞	adwn
惎	adwn
甚	adwn
工矿企业	adwo
䳢	adwo
夦	adwq
㽎	adwq
蔚成风气	adwr
斯	adwr
若何	adws
棊	adws
蓁	adwt
尠	adwt
其	adwu
匧	adww
㰼	adww
莢	adww
歁	adww
欺	adww
期货	adwx
㽄	adwy
諅	adwy
茂	adx
苦练	adxa
基线	adxf
期约	adxq
期终	adxt
茂	adxy
茏	adxy
莽	ady
莽	adya
䒎	adyc
苦读	adyf
弎	adyi
勘误	adyk
苦衷	adyk
葢	adyl
基调	adym
期望	adyn
英雄豪杰	adys
欺诈	adyt
甚为	adyt
藏族	adyt
若说	adyu
䔸	adyy
斯文	adyy
荗	adyy
功	ae
功臣	aeah
散落	aeai
藤蔓	aeaj
菜蔬	aean
功劳	aeap
苏区	aear
菜花	aeaw
茄子	aebb
菔	aebc
莩	aebf
散出	aebm
散了	aebn
苏联	aebu
散戏	aeca
萉	aecb
功能	aece
薍	aecn
菜碟	aeda
莫须有	aede
功耗	aedi
散布	aedm
蕦	aedm
散成	aedn
雅加达	aedp
其貌不扬	aedr
荔	aee
荔	aeee
萠	aeef
蓞	aeef
功用	aeeh
蒯	aeej
功力	aeen
荕	aeer
散股	aeew
菜地	aefb
散去	aefc
菜干	aefg
散场	aefn
功过	aefp
巭	aefw
功夫	aefw
散开	aega
萲	aegc
莇	aege
苴	aegf
藇	aegw
䔕	aegy
蓃	aehc
散步	aehh
苚	aehj
落脚点	aehk
功法	aeif
散光	aeig
散漫	aeij
菜油	aeim
七彩虹	aeja
薶	aejf
﨟	aejn
茄	aek
茄	aekf
菜品	aekk
功勋	aekm
菜园	aelf
菜田	aell
虋	aemv
䕟	aemw
苏丹	aemy
散居	aend
散发	aent
散心	aeny
散席	aeoa
菜籽	aeob
苏庄	aeof
功业	aeog
功底	aeoq
散座	aeow
菜农	aepe
蕣	aeph
苏宁	aeps
薆	aept
切肤之痛	aepu
菜窖	aepw
藐视	aepy
萖	aeqb
菜色	aeqc
葋	aeqk
功名	aeqk
菜馆	aeqn
蕮	aeqo
黄鼠狼	aeqt
菜鸟	aeqy
艻	aer
藐	aer
菜肴	aerd
散兵	aerg
蘨	aeri
䔄	aerm
藐	aerq
散播	aert
散热	aerv
散失	aerw
菜	aes
藤椅	aesd
荔枝	aesf
苏醒	aesg
芝加哥	aesk
菜	aesu
菜根	aesv
功	aet
㣉	aet
散乱	aetd
功德	aetf
葄	aetf
功利	aetj
散射	aetm
蔿	aeto
藤条	aets
工力悉敌	aett
菜系	aetx
散	aety
藤	aeu
蕂	aeue
散装	aeuf
散养	aeuf
藤	aeui
䕨	aeui
菜单	aeul
虅	aeuo
荽	aevf
菜刀	aevn
苏	aew
散会	aewf
㔱	aewi
散伙	aewo
苟且偷安	aewp
苟且偷生	aewt
萸	aewu
苏	aewu
蒵	aexd
功绩	aexg
功课	aeyj
菜市	aeym
散户	aeyn
苏州	aeyt
菜谱	aeyu
功效	aeyw
功率	aeyx
散文	aeyy
著	af
落地式	afaa
某项	afad
甘苦	afad
某某	afaf
若无其事	afag
甘薯	afal
蕡	afam
甘蔗	afao
芙蓉	afap
某区	afar
蔷薇	afat
邯	afb
邯	afbh
敬老院	afbp
某队	afbw
芸	afc
花鼓戏	afca
蓋	afcl
芰	afcu
䒧	afcu
芸	afcu
甘	afd
攻无不克	afdd
著有	afde
匹夫有责	afdg
薷	afdj
甘愿	afdr
蘎	afec
某月	afee
某县	afeg
劳动力	afen
芏	aff
巨无霸	affa
某地	affb
蕓	affc
茥	afff
葑	afff
甘露	affk
苇塘	affo
蕘	affq
甘霖	affs
劳动者	afft
蔡元培	affu
䓁	affu
䕀	affw
菱形	afga
萧规曹随	afgb
某天	afgd
落井下石	afgd
莫过于	afgf
甘于	afgf
某一	afgg
某事	afgk
东南亚	afgo
功亏一篑	afgt
㽍	afgy
蒖	afhw
某些	afhx
蒜	afi
蒜	afii
甘油	afim
蒜泥	afin
䒬	afiu
苿	afiu
甘当	afiv
芉	afj
某时	afjf
䗣	afjj
某日	afjj
暮鼓晨钟	afjq
薣	afkc
䓀	afkf
薹	afkf
虂	afkk
䕒	afkk
蘦	afkk
䕵	afko
薳	afkp
䖅	afkw
蕾	afl
某男	afle
攻城略地	aflf
蕾	aflf
匵	aflm
藚	aflm
贰	afm
萳	afmf
贰	afmy
貳	afmy
苇	afn
芌	afnb
甘居	afnd
薵	afnf
苇	afnh
恭喜发财	afnm
著书	afnn
䓌	afnu
甘心	afny
䕋	afok
䓇	afou
荸	afpb
匹夫之勇	afpc
葧	afpe
某宗	afpf
䑓	afpf
某家	afpg
芜	afq
芫	afqb
芜	afqb
菱角	afqe
某镇	afqf
著名	afqk
䓕	afqp
荺	afqu
莰	afqw
某年	afrh
甘泉	afri
七十年代	afrw
某	afs
㽑	afsf
某	afsu
东南西北	afsu
䓔	aftb
甘甜	aftd
甛	aftd
某处	afth
蓍	aftj
著	aftj
某种	aftk
著称	aftq
荖	aftx
蔷	afu
蕔	afuc
蒜头	afud
蒜瓣	afud
蔷	afuk
某部	afuk
邯郸	aful
䕮	afuo
㽐	afuo
薘	afup
蓻	afuy
东直门	afuy
甘肃	afvi
某女	afvv
芙	afw
七零八落	afwa
劳动保障	afwb
藝	afwc
蕶	afwc
七老八十	afwf
某个	afwh
薔	afwk
劳动人民	afwn
爇	afwo
䲺	afwo
䕭	afwo
荒无人烟	afwo
甘休	afws
菱	afwt
著作	afwt
芙	afwu
某位	afwu
某人	afww
䕙	afwy
藿	afwy
蓺	afwy
莎士比亚	afxg
藏垢纳污	afxi
某乡	afxt
蕾丝	afxx
蘾	afye
弍	afyi
某市	afym
七	ag
荆	aga
花开花落	agaa
華	agaf
荆	agaj
荊	agaj
茾	agaj
鷨	agao
巧匠	agar
茉莉	agat
邼	agbh
萅	agbj
芚	agbn
巧劲	agca
㦶	agcf
荎	agcf
菿	agcj
世事难料	agco
匡	agd
菾	agdn
芒刺在背	agdu
莆	age
蒪	agef
菁	agef
蕤	ageg
巧用	ageh
藸	agej
蓫	agep
七彩	ages
劻	aget
莆	agey
芋	agf
七十	agfg
芋	agfj
七喜	agfk
七一	aggg
匡正	aggh
荆棘	aggm
䔷	aggn
廿	agh
廿	aghg
	aghg
艹	aghh
卄	aghh
蔫	agho
芐	aghu
花天酒地	agif
巧学	agip
莍	agiy
蕙	agj
蓴	agjf
荁	agjg
菄	agji
巧遇	agjm
蕙	agjn
莄	agjr
苹果	agjs
七星	agjt
䓊	agkf
菫	agkg
蒚	agkh
䓶	agkj
蘁	agkk
葍	agkl
藾	agkm
䕱	agkm
虉	agko
䔎	agkp
藗	agkp
䔩	agkt
荳	agku
蔌	agkw
共青团	aglf
薑	aglg
萰	agli
共青团员	aglk
莆田	agll
䒥	agmh
芾	agmh
蕀	agmi
茦	agmi
蓸	agmj
莿	agmj
颟	agmm
蓛	agmt
蔶	agmu
苪	agmw
㔷	agmw
黃	agmw
䕻	agmx
䓣	agmy
匸	agn
七	agn
匚	agn
䒓	agnb
戈壁	agnk
㤍	agnn
巧	agnn
䲾	agno
㚽	agnv
瓨	agny
䛒	agny
戈	agny
莱	ago
幕天席地	agof
莱	agou
七窍	agpw
葬礼	agpy
葬	agq
葬	agqa
薞	agqe
塟	agqf
薤	agqg
苛政猛于虎	agqh
茢	agqj
薚	agqr
蔜	agqt
七夕	agqt
莱希	agrd
匪夷所思	agrl
巧手	agrt
茉	ags
茉	agsu
董事长	agta
功到自然成	agtd
廾	agth
葬身	agtm
七律	agtv
苹	agu
䔊	agua
药到病除	agub
荚	agud
葬送	agud
东亚病夫	aguf
苹	aguf
莖	agva
葝	agve
萐	agvh
巧妙	agvi
葘	agvl
萋	agvv
董事会	agwf
巧合	agwg
蕐	agwg
七个	agwh
某一个	agwh
薾	agwr
荆棘丛生	agwt
七绝	agxq
䓯	agxu
荑	agxw
巧计	agyf
弌	agyi
匤	agyi
巧记	agyn
荆州	agyt
巧言	agyy
牙	ah
卧式	ahaa
卧虎藏龙	ahad
蔖	ahag
菲薄	ahai
萛	ahaj
蘆	ahal
藘	ahan
蘧	ahap
苜蓿	ahap
牙医	ahat
萀	ahaw
臣子	ahbb
雅观	ahcm
菲	ahd
匪	ahdd
菲	ahdd
韮	ahdg
繤	ahdi
㔈	ahdj
蕜	ahdn
䕁	ahds
匪帮	ahdt
卧龙	ahdx
薉	ahdy
臣服	aheb
苜	ahf
芷	ahf
世上无难事	ahfg
雅趣	ahfh
牙垢	ahfr
邪教	ahft
基督教	ahft
菽	ahgc
雅致	ahgc
雅静	ahge
䒙	ahgf
茮	ahgi
邪恶	ahgo
欺上瞒下	ahhg
蕋	ahhh
蘋	ahhm
煕	ahho
荹	ahhr
蘃	ahhs
牙齿	ahhw
匷	ahhy
雅兴	ahig
䓬	ahjf
雅量	ahjg
熙	ahk
㐄	ahk
苫	ahkf
雅号	ahkg
邪路	ahkh
牙口	ahkk
赜	ahkm
颐	ahkm
頤	ahkm
賾	ahkm
巸	ahkn
熙	ahko
媐	ahkv
㼢	ahky
卧车	ahlg
雅思	ahln
蓾	ahlo
卧轨	ahlv
雅典	ahma
卧	ahn
臣民	ahna
䢻	ahnb
孯	ahnb
臤	ahnc
硻	ahnd
䭆	ahne
腎	ahne
堅	ahnf
㹂	ahng
朢	ahng
卧	ahnh
臣	ahnh
䁂	ahnh
䑐	ahni
緊	ahni
䵖	ahni
蜸	ahnj
㔋	ahnj
臨	ahnk
盬	ahnl
監	ahnl
鹽	ahnl
贒	ahnm
賢	ahnm
牙刷	ahnm
頣	ahnm
㲯	ahnn
工具书	ahnn
薡	ahnn
苢	ahnn
㷂	ahno
覧	ahnq
鋻	ahnq
鍳	ahnq
覽	ahnq
鑒	ahnq
掔	ahnr
擥	ahnr
㯺	ahns
花眼履	ahnt
豎	ahnu
䝂	ahnu
竪	ahnu
䜿	ahnu
婜	ahnv
臥	ahnw
䖙	ahnw
䑑	ahnw
譼	ahny
䛗	ahny
㽉	ahny
㻨	ahny
卧底	ahoq
卧床	ahos
蔝	ahou
雅座	ahow
卧室	ahpg
匪军	ahpl
莧	ahqb
卧铺	ahqg
薒	ahqo
萈	ahqy
邪气	ahrn
卧榻	ahsj
工具栏	ahsu
牙根	ahsv
牙	aht
邪	ahtb
牙	ahte
㸧	ahte
匪徒	ahtf
鸦	ahtg
鸦片	ahth
䪵	ahtm
鴉	ahto
迓	ahtp
工具箱	ahts
牙科	ahtu
牙签	ahtw
雅	ahty
牙痛	ahuc
牙关	ahud
卧病	ahug
雅间	ahuj
邪道	ahut
邪门	ahuy
匪巢	ahvj
藈	ahwd
七上八下	ahwg
邪念	ahwy
茈	ahxb
䔝	ahxi
䓱	ahxs
牙缝	ahxt
莫此为甚	ahya
㸦	ahyi
牙膏	ahyk
邪说	ahyu
东	ai
䔐	aiaa
范式	aiaa
菠菜	aiae
茳	aiaf
茫茫	aiai
落幕	aiaj
蘫	aial
菠萝	aial
菃	aian
东芝	aiap
东欧	aiar
蕖	aias
薄荷	aiaw
葓	aiaw
勤学苦练	aiax
范	aib
范	aibb
东陵	aibf
落聘	aibm
医学院	aibp
荡除	aibw
落马	aicg
菭	aick
落汤鸡	aicq
落难	aicw
荣誉感	aidg
落在	aidh
敬酒不吃吃罚酒	aidi
落成	aidn
薄膜	aiea
落脚	aief
莦	aief
菹	aieg
萷	aiej
落地	aifb
东城	aifd
苦海无边	aife
鸦雀无声	aiff
落进	aifj
东南	aifm
东远	aifq
蔆	aift
薄雾	aift
蒙混过关	aifu
薄	aig
䓑	aiga
落到	aigc
蔳	aige
薄	aigf
萍	aigf
落下	aigh
东亚	aigo
茪	aigq
黄粱一梦	aigs
荡平	aigu
蒲	aigy
菠	aih
蔋	aihc
菠	aihc
东非	aihd
落点	aihk
蔢	aihv
东	aii
落满	aiia
蓄水池	aiib
东汉	aiic
东湖	aiid
落潮	aiif
落泪	aiih
落水	aiii
薄酒	aiis
莎	aiit
荡漾	aiiu
䓾	aiiv
黄澄澄	aiiw
东瀛	aiiy
䕕	aijc
东盟	aije
䓠	aijf
落日	aijj
蘯	aijl
蕰	aijl
䔽	aijn
蕩	aijr
蕅	aijy
藻	aik
落叶	aikf
东路	aikh
藻	aiks
范畴	aild
范围	ailf
䕪	ailf
东四	ailh
薀	aill
落网	aimr
落败	aimt
荡	ain
薄情	aing
荡	ainr
落发	aint
荧光屏	ainu
荧光灯	aios
落座	aiow
落寞	aipa
燕雀安知鸿鹄之志	aipf
东家	aipg
莐	aipq
落实	aipu
落空	aipw
薄礼	aipy
䓋	aiqa
茫然	aiqd
鸫	aiqg
萢	aiqn
落水狗	aiqt
䓜	aiqy
蒎	aire
薄技	airf
萡	airf
落后	airg
䓅	airj
落魄	airr
菏	ais
藫	aisf
东西	aisg
薸	aisi
菏	aisk
落枕	aisp
薄板	aisr
黄粱梦	aiss
萍水相逢	aist
莯	aisu
蒸汽机	aisw
落榜	aisy
落	ait
萿	aitd
落选	aitf
薄片	aith
薄利	aitj
落	aitk
藩	aitl
䒚	aitr
䓷	aits
落入	aity
汞	aiu
䒕	aiu
蓱	aiua
落差	aiug
艾滋病	aiug
薄冰	aiui
工学部	aiuk
医学部	aiuk
东部	aiuk
落单	aiul
东单	aiul
荣誉奖	aiuq
黄粱美梦	aius
东道	aiut
东北	aiux
东门	aiuy
蓡	aivc
薓	aivc
葏	aivg
菬	aivk
蒅	aivs
薻	aivs
荡妇	aivv
莈	aiwc
斯洛伐克	aiwd
范例	aiwg
薄命	aiwg
落伍	aiwg
蕍	aiwj
东风	aiwr
蒤	aiws
落体	aiws
蒞	aiwu
落价	aiww
匯	aiwy
虃	aiwy
东经	aixc
藏污纳垢	aixf
薄纱	aixi
薄纸	aixq
薄弱	aixu
茫	aiy
蒗	aiye
斯洛文尼亚	aiyg
落课	aiyj
东郭	aiyk
薃	aiyk
蓅	aiyk
东京	aiyk
茫	aiyn
落户	aiyn
东方	aiyy
划	aj
萌芽	ajaa
莫若	ajad
蓽	ajaf
墓葬	ajag
蓝牙	ajah
苏晓东	ajai
草草	ajaj
草鞋	ajak
草莓	ajat
荣昌东街	ajat
莫明其妙	ajav
草药	ajax
茧子	ajbb
蕞	ajbc
划出	ajbm
草鸡	ajcq
莫	ajd
鄚	ajdb
莫大	ajdd
募	ajde
墓	ajdf
蓦	ajdg
幕	ajdh
划破	ajdh
蟇	ajdj
暮	ajdj
花里胡哨	ajdk
幕布	ajdm
慕	ajdn
驀	ajdo
㱳	ajdq
墓碑	ajdr
摹	ajdr
草原	ajdr
莫	ajdu
謩	ajdy
萌	aje
萌	ajef
昔	ajf
䒤	ajf
草地	ajfb
墓地	ajfb
萌动	ajfc
幕墙	ajff
荲	ajff
蒔	ajff
草坪	ajfg
鹊起	ajfh
䓍	ajfj
草	ajfj
草场	ajfn
莫过	ajfp
蒙昧无知	ajft
莳	ajfu
劳师动众	ajfw
蓝天	ajgd
蓝球	ajgg
䕎	ajgl
划	ajh
㓚	ajh
草皮	ajhc
皵	ajhc
莫非	ajhd
萺	ajhf
蓄电池	ajib
划清	ajig
莫测	ajim
草堂	ajip
菖	ajj
荒时暴月	ajje
菖	ajjf
剒	ajjh
蕌	ajjj
昔日	ajjj
划归	ajjv
蔓	ajl
蔓	ajlc
莫因	ajld
蒀	ajlf
墓园	ajlf
苹果园	ajlf
草图	ajlt
蓝图	ajlt
勱	ajme
躉	ajmh
草帽	ajmh
䘍	ajmj
蠆	ajmj
花果山	ajmm
䖁	ajmn
邁	ajmp
萬	ajmy
草民	ajna
莫怪	ajnc
草屋	ajng
草书	ajnn
萌发	ajnt
蓝屏	ajnu
葛屁	ajnx
草席	ajoa
草籽	ajob
七里庄	ajof
蓝魔	ajos
草料	ajou
幕府	ajow
逪	ajpd
划定	ajpg
草案	ajpv
墓穴	ajpw
葛	ajq
蓝色	ajqc
蓦然	ajqd
鹊	ajqg
莫名	ajqk
草包	ajqn
葛	ajqn
䓪	ajqr
幕后	ajrg
斮	ajrh
募捐	ajrk
划拨	ajrn
草拟	ajrn
茰	ajru
草垫	ajrv
草棚	ajse
草标	ajsf
蓝本	ajsg
草木	ajss
草桥	ajst
鹊桥	ajst
菓	ajsu
菒	ajsu
草根	ajsv
蓝	ajt
划船	ajte
葃	ajtf
萌生	ajtg
虄	ajtg
惹是生非	ajth
划算	ajth
蔓延	ajth
蓝	ajtl
莫管	ajtp
莫笑	ajtt
草签	ajtw
草稿	ajty
㪚	ajty
茧	aju
莫逆	ajub
划拳	ajud
斯里兰卡	ajuh
莫问	ajuk
莫将	ajuq
划痕	ajuv
郾	ajv
郾	ajvb
匽	ajvd
莫如	ajvk
鶠	ajvo
莫嫌	ajvu
㰽	ajvw
划时代	ajwa
草创	ajwb
幕僚	ajwd
鵲	ajwo
莫像	ajwq
划伤	ajwt
划分	ajwv
草丛	ajww
䧿	ajwy
募集	ajwy
划线	ajxf
草绳	ajxk
草纸	ajxq
䒶	ajxr
草绿	ajxv
菎	ajxx
莫让	ajyh
草房	ajyn
莫忘	ajyn
划为	ajyt
莫说	ajyu
草率	ajyx
或	ak
莴苣	akaa
勤茂	akad
勤劳	akap
鞋匠	akar
燕子	akbb
靶子	akbb
靴子	akbb
鞭子	akbb
鞋子	akbb
葺	akbf
革职	akbk
革除	akbw
蕺	akby
䓃	akcb
鞍马	akcg
共患难	akcw
叵	akd
戓	akd
勤奋	akdl
或用	akeh
莂	akej
革	akf
鞚	akfa
鞥	akfa
鞹	akfb
鞟	akfb
䩕	akfb
䩩	akfb
䩸	akfb
鞯	akfb
䩰	akfb
䩔	akfc
鞃	akfc
䩲	akfc
䩓	akfc
鞁	akfc
靶	akfc
韄	akfc
䩳	akfc
鞵	akfd
鞇	akfd
鞅	akfd
䪊	akfd
鞱	akfe
勒	akfe
鞙	akfe
鞘	akfe
靿	akfe
䩨	akfe
䩴	akfe
鞎	akfe
䩗	akfe
艱	akfe
靬	akff
鞲	akff
鞋	akff
靵	akff
鞞	akff
䩒	akff
䪇	akff
鞾	akff
靯	akff
鞺	akff
鞸	akff
鞓	akfg
鞧	akfg
靼	akfg
䩬	akfg
靽	akfg
韁	akfg
䩯	akfg
靻	akfg
鞴	akfh
鞮	akfh
䩹	akfh
靷	akfh
鞐	akfh
韊	akfi
菋	akfi
䪍	akfi
䪂	akfi
鞉	akfi
䩮	akfi
䩶	akfj
革	akfj
䩱	akfj
鞩	akfj
䪅	akfj
鞜	akfj
鞒	akfj
䩞	akfk
囏	akfk
鞝	akfk
鞊	akfk
鞈	akfk
䩽	akfk
鞛	akfk
鞽	akfk
鞀	akfk
䩭	akfk
䪎	akfk
鞳	akfk
鞰	akfl
䩵	akfl
䩜	akfm
䩿	akfm
鞼	akfm
